Overall Qual,Overall Cond,House Age,Restore Age,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Bsmt Unf SF,Transformed Total Bsmt SF,Transformed Garage Area,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Open Porch SF,MS SubClass_60,Mas Vnr Type_None,Foundation_CBlock,Foundation_PConc,Garage Type_Attchd,Garage Type_Detchd,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Fireplace Qu_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Garage Finish_encoded,Garage Age
7,7,97,75,2,6,1,1,3.97,0.0,0.0,6.76,6.76,5.38,8.75,6.78,6.4,7.3,3.93,0,1,0,0,0,1,3,3,4,3,4,1,1,1,97
7,8,107,35,1,6,1,1,3.99,0.0,0.0,6.4,6.4,5.38,8.88,6.44,6.4,7.11,4.74,0,1,0,0,0,1,3,3,5,3,4,2,1,1,107
7,9,99,21,1,9,2,1,3.99,0.0,0.0,7.15,7.15,5.65,9.3,7.15,6.69,7.64,0.0,0,1,0,0,0,1,4,4,5,4,4,1,1,1,99
5,6,85,75,1,6,2,2,4.11,0.0,6.59,4.73,6.73,6.09,9.52,6.73,6.59,7.36,3.09,0,1,1,0,0,1,3,3,5,3,3,1,5,1,64
6,7,83,75,1,7,2,1,4.29,0.0,6.31,5.42,6.65,5.37,8.92,6.63,6.61,7.31,0.0,0,1,1,0,1,0,3,3,2,4,4,1,4,1,83
5,7,85,75,1,7,2,1,4.88,0.0,6.06,5.71,6.59,5.55,9.17,6.88,5.81,7.18,4.26,0,1,0,0,0,1,4,3,5,3,3,1,3,1,85
5,4,65,65,1,5,0,1,4.39,0.0,6.68,6.18,7.15,5.73,9.59,7.15,0.0,7.15,0.0,0,1,1,0,1,0,3,3,5,3,0,1,3,1,65
5,7,104,19,1,5,0,2,4.39,0.0,6.57,5.1,6.78,6.07,9.5,6.87,0.0,6.87,0.0,0,1,0,0,0,1,3,4,5,3,0,1,5,1,104
5,6,104,75,1,7,1,1,4.01,0.0,0.0,6.6,6.6,5.23,8.95,6.71,6.26,7.2,0.0,0,1,0,0,0,1,3,3,5,3,4,1,1,1,104
7,6,85,75,2,13,2,2,4.11,0.0,5.51,6.51,6.83,5.99,9.01,7.12,7.12,7.82,0.0,0,1,0,0,0,1,3,3,5,3,4,1,2,1,85
5,6,71,71,1,6,1,1,4.26,0.0,5.04,5.58,7.01,5.97,9.12,7.01,0.0,7.01,0.0,0,1,0,0,1,0,3,3,5,3,4,2,3,1,71
7,7,84,75,1,7,1,1,4.33,0.0,5.62,6.06,6.56,5.46,9.39,6.76,6.56,7.36,0.0,0,1,1,0,1,0,3,3,5,2,4,1,3,1,84
6,6,65,65,2,6,1,2,4.51,4.89,4.19,6.43,7.35,6.14,9.5,7.35,0.0,7.35,5.0,0,0,1,0,1,0,3,3,3,3,4,1,2,3,65
5,7,76,20,2,7,1,1,4.37,0.0,5.75,5.52,6.97,5.69,9.66,6.89,6.29,7.33,0.0,0,1,0,0,1,0,3,3,2,2,3,1,4,1,76
6,8,75,21,1,6,1,1,4.39,0.0,0.0,7.0,7.0,5.71,9.55,7.05,0.0,7.05,3.61,0,1,1,0,1,0,3,3,5,4,4,1,1,1,75
6,5,71,71,1,6,2,2,4.62,6.04,6.67,4.52,7.18,6.36,9.77,7.55,0.0,7.55,5.31,0,0,0,1,0,0,3,3,5,3,4,3,2,1,71
6,6,45,45,1,5,1,2,3.22,0.0,0.0,6.25,6.25,6.12,7.46,6.25,6.25,6.94,0.0,0,1,1,0,0,1,3,3,3,3,3,1,1,1,45
6,6,45,33,1,5,1,2,3.22,0.0,6.16,4.51,6.33,6.14,7.31,6.33,6.51,7.11,0.0,0,1,1,0,1,0,3,4,3,4,3,2,5,3,45
6,6,45,45,1,5,1,2,3.22,0.0,0.0,6.33,6.33,6.14,7.39,6.33,6.51,7.11,0.0,0,1,1,0,1,0,3,4,3,3,3,1,1,3,45
6,6,45,45,1,5,1,2,3.22,0.0,5.66,5.62,6.33,6.14,7.17,6.33,6.51,7.11,0.0,0,1,1,0,1,0,3,4,3,3,3,1,5,3,45
6,6,39,39,2,6,1,2,4.29,5.49,6.12,4.78,6.35,6.22,9.52,7.08,6.69,7.59,4.73,0,0,1,0,0,0,3,3,4,3,3,1,5,3,39
7,9,54,16,2,7,2,2,4.29,0.0,6.69,6.37,7.5,6.31,9.78,7.77,0.0,7.77,4.98,0,1,1,0,1,0,4,4,3,5,4,1,6,3,54
6,9,37,18,2,5,1,2,4.11,5.56,6.7,4.29,6.78,6.29,9.98,7.43,0.0,7.43,3.81,0,0,1,0,1,0,4,4,5,4,4,1,6,3,37
5,7,105,28,1,6,0,1,4.09,0.0,6.12,5.38,6.51,6.15,9.28,6.51,6.51,7.2,4.86,0,1,1,0,0,1,3,3,4,3,0,1,3,1,61
5,6,125,32,2,11,0,2,3.93,0.0,0.0,6.63,6.63,6.36,9.07,6.83,6.83,7.68,5.08,0,1,0,0,0,1,3,3,5,4,0,1,1,1,27
5,5,105,75,1,6,0,1,4.11,0.0,0.0,6.39,6.39,5.25,8.76,6.39,6.39,7.08,0.0,0,1,0,1,0,1,3,3,3,3,0,2,1,1,105
3,2,110,43,1,6,0,0,4.66,0.0,0.0,6.92,6.92,0.0,9.04,6.92,0.0,7.33,0.0,0,1,1,0,0,0,2,3,3,2,0,1,1,0,0
4,6,100,75,1,4,0,1,4.11,0.0,0.0,6.35,6.35,5.3,9.23,6.35,0.0,6.35,0.0,0,1,0,0,0,1,3,3,2,3,0,1,1,1,85
8,5,18,17,2,5,1,2,3.81,5.16,7.3,4.8,7.38,6.18,8.25,7.41,0.0,7.41,3.99,0,0,0,1,1,0,5,5,5,5,4,4,6,3,18
2,4,115,75,1,4,0,1,4.7,0.0,0.0,0.0,0.0,5.64,9.99,6.7,0.0,6.7,3.22,0,1,1,0,0,1,2,0,3,3,0,0,0,1,50
8,5,25,24,2,7,1,3,4.33,0.0,6.1,6.02,7.01,6.47,9.22,6.95,6.92,7.63,4.52,1,1,0,1,0,0,4,4,5,4,3,1,5,3,25
7,5,22,22,1,6,1,2,3.89,0.0,7.21,4.43,7.27,6.51,9.46,7.33,6.45,7.67,3.78,0,1,0,1,1,0,4,5,5,4,5,1,6,2,22
7,5,21,20,2,7,1,2,3.78,4.69,0.0,7.44,7.44,6.31,9.4,7.44,0.0,7.44,3.89,0,0,0,1,1,0,4,5,5,4,4,2,1,3,21
6,5,24,23,2,7,1,2,4.28,0.0,6.54,4.74,6.69,6.33,9.41,6.69,7.05,7.58,5.26,1,1,0,1,0,0,3,5,5,4,3,1,5,3,24
6,6,48,48,1,5,1,1,4.33,0.0,6.64,4.91,6.81,5.86,9.19,6.83,0.0,6.83,0.0,0,1,1,0,1,0,3,3,5,3,3,3,5,1,48
6,7,48,48,1,5,2,2,4.29,0.0,6.74,0.0,6.86,6.3,9.14,7.16,0.0,7.16,3.69,0,1,1,0,1,0,3,4,3,3,2,3,6,2,48
5,5,48,48,2,8,0,2,4.33,0.0,0.0,0.0,0.0,6.29,9.22,7.17,6.07,7.46,0.0,0,1,1,0,1,0,3,0,3,4,0,0,0,1,48
7,5,35,34,2,6,0,2,3.8,0.0,6.42,6.36,7.08,6.21,9.21,7.1,0.0,7.1,3.33,0,1,0,1,1,0,3,4,5,4,0,3,6,1,35
5,5,34,34,2,5,0,2,4.42,0.0,4.03,7.33,7.37,6.51,9.31,7.38,0.0,7.38,0.0,0,1,0,1,0,1,3,4,3,3,0,1,4,1,34
6,6,67,67,1,7,1,2,3.81,6.3,4.72,5.87,6.71,6.27,9.57,7.2,0.0,7.2,4.78,0,0,1,0,0,0,3,3,4,4,4,1,6,2,67
7,5,60,60,2,8,2,2,5.02,0.0,7.12,4.39,7.67,6.24,12.28,7.62,0.0,7.62,0.0,0,1,1,0,1,0,3,4,3,3,4,4,5,2,60
9,5,18,17,2,6,1,3,4.5,4.26,6.93,6.4,7.39,6.82,9.46,7.39,0.0,7.39,0.0,0,0,0,1,1,0,4,5,5,5,5,4,6,3,17
7,5,16,16,2,6,0,2,4.43,0.0,0.0,6.74,6.74,6.48,9.48,6.74,6.74,7.43,4.74,1,1,0,1,1,0,3,5,4,4,0,3,1,2,16
9,5,17,17,2,9,1,3,4.74,5.51,7.47,6.07,7.69,6.66,9.51,7.62,0.0,7.62,5.04,0,0,1,0,1,0,5,5,5,5,5,4,6,3,17
9,5,17,17,2,7,0,3,4.38,6.01,7.02,6.27,7.4,6.79,9.58,7.4,0.0,7.4,4.56,0,0,0,1,1,0,5,5,5,5,0,4,6,3,17
8,5,18,18,2,7,0,3,4.3,0.0,2.83,7.28,7.29,6.42,9.1,7.29,0.0,7.29,2.94,0,1,0,1,1,0,4,4,5,4,0,3,6,3,18
6,5,37,37,2,6,1,2,4.88,0.0,6.91,5.96,7.24,6.36,9.35,7.25,0.0,7.25,0.0,0,1,1,0,1,0,3,4,3,4,3,2,6,1,37
6,8,45,19,2,7,1,2,3.81,0.0,6.14,5.53,6.57,6.09,9.19,7.23,6.76,7.71,3.22,1,1,0,1,0,0,3,4,5,4,3,1,5,3,45
7,5,38,36,2,7,1,2,4.84,5.74,6.81,4.77,7.41,6.36,9.58,7.3,0.0,7.3,5.48,0,0,0,1,1,0,3,4,5,4,2,4,6,3,38
8,5,24,23,2,6,0,2,4.39,4.92,6.91,5.57,7.15,6.16,8.83,7.17,0.0,7.17,3.26,0,0,0,1,1,0,4,5,5,4,0,1,6,3,24
7,5,22,22,2,9,0,2,4.33,0.0,0.0,6.82,6.82,6.19,9.12,6.98,6.85,7.61,4.74,1,1,0,1,1,0,4,4,5,4,0,1,1,3,22
9,5,19,19,2,8,1,3,4.45,6.37,7.14,6.36,7.52,6.64,9.59,7.52,0.0,7.52,4.23,0,0,0,1,1,0,5,5,5,5,4,3,6,3,19
9,5,18,18,2,7,1,3,4.45,5.67,7.4,5.83,7.59,6.83,9.44,7.59,0.0,7.59,3.97,0,0,0,1,1,0,5,5,5,5,4,4,6,3,18
5,7,57,57,1,6,0,1,4.33,5.21,6.28,6.17,6.92,5.95,9.44,6.92,0.0,6.92,0.0,0,0,1,0,1,0,3,3,4,4,0,1,5,1,57
5,4,65,19,1,9,1,2,4.62,4.33,0.0,0.0,0.0,5.82,9.99,7.48,0.0,7.48,0.0,0,0,0,0,1,0,3,0,3,3,3,0,0,1,65
6,5,27,27,2,5,0,2,3.5,5.77,6.77,5.83,7.09,6.02,8.41,7.09,0.0,7.09,5.51,0,0,0,1,1,0,3,5,5,3,0,1,6,3,27
6,5,26,26,2,5,0,2,3.5,6.05,6.78,5.83,7.11,6.0,8.41,7.11,0.0,7.11,5.72,0,0,0,1,1,0,3,5,5,3,0,1,6,3,26
4,5,52,52,1,5,0,1,3.09,0.0,6.14,0.0,6.14,5.7,7.38,6.27,6.14,6.9,4.62,0,1,1,0,0,0,3,4,3,3,0,4,6,1,52
5,6,57,57,1,5,0,1,4.14,0.0,6.24,5.87,6.76,5.67,9.2,6.77,0.0,6.77,0.0,0,1,1,0,1,0,3,3,3,3,0,1,4,2,57
4,8,55,23,1,3,0,1,3.09,0.0,6.25,4.75,6.45,5.66,7.33,6.45,0.0,6.45,0.0,0,1,1,0,1,0,3,4,3,4,0,3,6,1,55
5,5,56,25,2,7,1,2,4.43,5.18,6.39,6.39,7.08,6.22,9.5,7.25,0.0,7.25,2.83,0,0,1,0,1,0,3,3,5,3,1,1,4,1,56
4,4,55,55,1,3,0,1,3.09,0.0,6.23,4.8,6.45,5.66,7.3,6.45,0.0,6.45,0.0,0,1,1,0,1,0,3,4,3,3,0,3,6,1,55
4,6,55,17,1,6,1,0,3.09,0.0,0.0,6.3,6.3,0.0,7.34,6.68,6.3,7.2,0.0,0,1,1,0,0,0,3,3,3,3,3,1,1,0,0
4,4,55,55,1,6,0,1,3.09,0.0,5.61,0.0,6.3,5.66,7.7,6.3,6.3,7.0,0.0,0,1,1,0,1,0,3,3,3,3,0,1,4,2,55
5,8,53,53,1,4,0,1,3.93,0.0,6.58,0.0,6.68,5.82,8.95,6.68,0.0,6.68,0.0,0,1,1,0,0,1,3,4,4,3,0,3,6,1,27
6,5,32,29,1,5,0,1,4.14,0.0,4.74,0.0,5.95,6.06,8.95,7.0,0.0,7.0,0.0,0,1,1,0,1,0,3,4,5,3,0,3,3,3,32
5,6,47,47,1,4,1,2,4.33,4.65,7.0,0.0,7.0,6.4,9.12,7.01,0.0,7.01,3.43,0,0,0,1,1,0,3,4,5,4,3,3,6,3,47
5,5,40,40,1,5,0,0,4.33,0.0,6.44,5.34,6.73,0.0,9.08,6.73,0.0,6.73,0.0,0,1,1,0,0,0,3,3,5,3,0,1,5,0,0
5,6,33,32,1,5,1,2,4.26,0.0,6.58,0.0,6.72,6.55,8.95,6.78,0.0,6.78,3.5,0,1,0,1,0,1,3,4,3,3,2,3,6,1,27
5,5,32,30,1,5,0,2,4.45,0.0,6.6,4.17,6.68,6.18,9.56,6.68,6.34,7.22,3.43,0,1,0,0,1,0,3,4,5,3,0,1,6,1,32
5,5,33,33,1,6,0,2,4.14,0.0,5.8,5.69,6.44,6.09,9.25,6.44,6.5,7.16,0.0,1,1,0,1,0,1,3,4,3,3,0,1,5,1,24
6,5,48,48,2,5,2,2,4.32,0.0,7.36,0.0,7.36,6.57,9.19,7.36,0.0,7.36,3.5,0,1,0,1,1,0,3,3,3,4,3,4,5,2,48
5,7,56,56,1,7,1,2,4.26,5.19,6.21,0.0,6.67,6.8,9.26,6.67,6.74,7.4,5.16,1,0,1,0,1,0,4,3,5,3,3,4,4,2,56
6,8,67,23,1,6,1,2,4.48,0.0,6.27,5.51,7.08,6.4,9.31,7.25,0.0,7.25,3.95,0,1,1,0,1,0,5,4,5,3,3,1,5,1,35
6,7,55,55,2,7,2,2,4.39,0.0,6.76,5.83,7.1,6.31,9.47,7.66,0.0,7.66,3.76,0,1,1,0,1,0,3,3,5,3,4,2,4,3,55
6,5,56,56,2,9,2,2,4.45,0.0,6.22,5.18,6.86,6.36,9.31,7.0,6.93,7.66,0.0,1,1,1,0,1,0,3,2,3,3,4,2,5,1,56
6,5,28,27,2,7,1,2,4.29,0.0,6.56,5.4,6.83,6.15,9.07,6.83,6.52,7.38,3.61,1,1,0,1,1,0,3,3,5,3,3,1,4,3,28
6,5,30,29,2,7,1,2,4.19,4.79,6.17,5.32,6.52,6.04,9.0,6.52,6.67,7.29,3.91,1,0,0,1,0,0,3,4,4,3,3,1,5,3,30
6,5,27,27,2,7,0,2,4.09,0.0,6.75,4.33,6.83,6.16,9.16,6.83,6.52,7.38,4.42,1,1,0,1,1,0,3,4,5,3,0,4,6,3,27
6,5,27,27,2,7,2,2,4.09,0.0,6.72,4.75,6.85,6.16,9.11,6.85,6.55,7.4,3.66,1,1,0,1,1,0,3,4,4,3,3,4,6,3,27
6,5,29,29,2,7,1,2,4.61,0.0,4.93,6.66,6.82,5.96,9.62,6.82,6.58,7.4,4.44,1,1,0,1,1,0,3,4,4,3,3,1,3,3,29
5,5,29,28,2,7,0,2,3.99,0.0,6.11,6.8,7.21,6.0,9.56,7.23,0.0,7.23,3.69,0,1,0,1,1,0,4,4,4,4,0,1,6,1,29
7,5,29,28,2,6,1,2,4.06,0.0,6.41,4.84,6.59,6.01,9.99,6.59,6.58,7.28,3.14,1,1,0,1,1,0,3,4,5,3,3,4,6,1,29
8,5,24,23,1,5,1,2,3.74,0.0,7.05,6.09,7.37,6.53,8.5,7.37,0.0,7.37,4.8,0,1,0,1,1,0,4,5,5,5,4,3,6,3,24
8,5,28,28,1,6,1,2,3.83,0.0,6.49,6.92,7.42,6.27,8.74,7.43,0.0,7.43,0.0,0,1,0,1,1,0,4,5,5,4,3,2,6,3,28
8,5,32,32,2,5,1,2,3.74,0.0,6.6,6.41,7.2,6.14,8.59,7.2,0.0,7.2,0.0,0,1,0,1,1,0,4,4,4,4,3,1,6,2,32
8,5,33,33,2,5,0,2,3.69,0.0,0.0,7.16,7.16,6.23,8.53,7.16,0.0,7.16,4.42,0,1,0,1,1,0,4,4,5,4,0,2,1,2,33
6,5,28,27,2,7,1,2,4.62,0.0,0.0,6.83,6.83,6.15,9.29,6.83,6.52,7.38,3.61,1,1,0,1,1,0,3,4,5,3,3,1,1,3,28
6,5,27,27,2,7,1,2,4.3,0.0,0.0,6.84,6.84,6.13,9.32,6.84,6.55,7.4,3.69,1,1,0,1,1,0,3,4,4,3,3,1,1,3,27
6,5,30,29,2,8,1,2,4.16,0.0,5.39,6.32,6.65,6.07,8.99,6.65,6.79,7.41,4.44,1,1,0,1,1,0,3,4,4,3,3,1,6,3,30
7,5,31,29,2,7,1,2,4.61,0.0,0.0,6.57,6.57,6.02,9.29,6.99,6.7,7.55,3.85,1,1,0,1,1,0,4,4,5,4,3,1,1,3,31
6,5,34,34,2,7,0,2,4.2,5.27,6.22,5.81,6.73,6.03,9.55,6.75,6.76,7.44,3.71,1,0,0,1,1,0,3,4,4,4,0,1,5,3,34
8,5,37,36,2,5,1,2,3.71,0.0,6.64,6.14,7.11,6.16,8.45,7.11,0.0,7.11,4.8,0,1,0,1,1,0,4,4,4,4,4,2,6,3,37
8,5,36,36,2,5,1,2,4.19,0.0,5.77,6.93,7.2,6.14,8.69,7.2,0.0,7.2,4.3,0,1,0,1,1,0,4,4,4,4,3,4,6,2,36
8,5,20,20,3,9,1,3,4.62,4.88,2.83,7.05,7.06,6.53,9.51,7.06,7.2,7.82,3.5,1,0,0,1,0,0,4,5,5,5,4,4,6,3,20
9,5,20,18,2,11,1,3,4.36,5.51,0.0,7.02,7.02,6.49,9.32,7.03,7.22,7.83,3.69,1,0,0,1,0,0,4,4,5,5,4,1,1,3,20
9,5,21,21,2,7,1,3,3.99,5.69,7.2,6.31,7.54,6.51,9.64,7.54,0.0,7.54,4.34,0,0,0,1,1,0,5,5,5,5,4,4,6,3,21
6,2,73,73,1,7,2,2,4.17,0.0,0.0,7.4,7.4,6.21,10.35,7.3,0.0,7.3,0.0,0,1,1,0,1,0,3,3,3,3,4,1,1,1,73
9,5,18,18,2,6,1,2,4.11,5.19,6.94,6.52,7.44,6.32,9.0,7.44,0.0,7.44,3.89,0,0,0,1,1,0,5,5,5,5,4,4,6,2,18
6,5,75,75,2,6,1,2,4.16,3.81,0.0,7.31,7.31,6.61,10.76,7.31,0.0,7.31,0.0,0,0,1,0,1,0,3,3,4,3,3,1,1,2,75
7,6,39,34,2,7,1,2,3.85,4.82,0.0,6.67,6.67,6.3,9.93,7.12,6.75,7.65,4.16,1,0,1,0,1,0,3,4,4,3,3,1,1,3,39
7,6,37,37,2,6,1,2,4.16,4.63,6.89,6.54,7.42,6.27,9.45,7.43,0.0,7.43,3.89,0,0,1,0,1,0,4,4,5,5,5,2,6,2,37
6,6,44,44,2,7,1,2,4.37,5.35,6.38,6.41,7.26,6.36,9.4,7.26,0.0,7.26,0.0,0,0,1,0,1,0,3,4,3,4,3,1,6,3,44
7,7,42,42,2,6,0,2,4.39,5.16,6.62,6.24,7.14,6.4,9.29,7.14,0.0,7.14,0.0,0,0,1,0,1,0,4,4,3,3,0,2,6,1,42
7,5,47,47,2,7,2,2,4.04,5.95,7.1,6.49,7.63,6.31,9.83,7.63,0.0,7.63,0.0,0,0,1,0,1,0,4,4,3,4,2,1,6,3,47
7,5,46,46,2,6,1,2,4.45,5.27,6.76,6.15,7.49,6.31,9.58,7.49,0.0,7.49,0.0,0,0,1,0,1,0,4,4,3,4,3,1,5,3,46
6,7,48,30,2,11,1,2,4.51,6.05,6.8,6.08,7.19,6.43,9.41,7.34,7.19,7.96,5.65,1,0,1,0,1,0,3,4,3,3,3,1,5,3,48
6,5,49,49,2,6,1,2,4.51,6.43,6.79,5.61,7.1,6.14,9.48,7.1,0.0,7.1,0.0,0,0,0,1,1,0,3,4,3,4,1,1,5,3,49
5,6,48,48,2,6,0,2,4.51,0.0,6.64,5.59,7.03,6.29,9.66,7.03,0.0,7.03,0.0,0,1,0,1,1,0,3,4,3,5,0,3,5,2,48
7,6,45,37,2,7,1,2,4.39,5.64,0.0,6.61,6.61,6.19,9.25,7.15,6.64,7.62,4.3,1,0,1,0,1,0,3,4,3,3,3,2,1,1,45
5,6,56,56,1,7,0,2,4.33,0.0,5.64,6.09,6.58,6.18,9.18,6.58,6.38,7.18,0.0,1,1,1,0,0,1,3,3,4,3,0,1,4,1,56
7,7,47,47,2,8,2,4,4.51,5.13,6.9,6.07,7.26,7.18,9.43,7.26,7.26,7.95,2.83,1,0,0,1,1,0,4,4,5,4,4,1,5,3,47
6,5,49,49,2,7,1,2,4.65,5.08,6.47,6.31,7.09,6.17,9.34,7.33,0.0,7.33,0.0,0,0,1,0,1,0,3,4,3,3,3,1,5,3,49
6,5,49,49,2,5,1,2,4.39,4.8,0.0,7.28,7.28,6.16,9.25,7.28,0.0,7.28,3.22,0,0,1,0,1,0,3,3,3,3,4,1,1,1,49
7,6,49,49,2,8,1,2,4.39,6.49,6.0,5.99,6.69,6.18,9.26,7.0,6.77,7.58,4.25,1,0,1,0,1,0,3,3,3,3,4,1,5,2,49
5,6,52,25,1,5,1,2,4.39,0.0,6.99,4.53,7.07,6.09,9.21,7.07,0.0,7.07,0.0,0,1,1,0,1,0,3,4,4,4,2,1,4,1,52
8,5,29,29,2,9,1,3,4.2,6.0,6.93,5.37,7.12,6.67,9.57,7.12,7.01,7.76,5.2,1,0,0,1,1,0,4,4,5,4,4,1,6,2,29
5,5,51,51,2,8,0,2,4.11,0.0,0.0,6.8,6.8,6.18,9.11,6.8,6.8,7.49,3.83,0,1,1,0,0,1,3,4,3,3,0,2,1,1,43
6,8,56,56,1,6,0,2,4.19,0.0,6.4,2.71,6.96,6.13,9.19,6.96,0.0,6.96,0.0,0,1,1,0,1,0,3,4,4,3,0,1,5,1,56
4,6,56,56,1,4,0,1,4.23,4.29,5.53,6.53,6.84,5.67,9.24,6.84,0.0,6.84,0.0,0,0,1,0,1,0,3,4,3,3,0,2,3,1,56
5,5,54,54,1,5,0,2,4.16,0.0,4.79,4.89,6.76,6.36,8.93,6.76,0.0,6.76,0.0,0,1,1,0,0,1,3,4,3,3,0,1,3,1,48
4,5,53,53,1,5,0,2,4.21,0.0,6.4,5.58,6.76,6.36,9.45,6.76,0.0,6.76,0.0,0,1,1,0,0,1,3,3,3,3,0,1,4,1,45
6,5,27,26,2,5,0,2,3.56,0.0,5.59,7.04,7.25,6.24,8.31,7.2,0.0,7.2,4.23,0,1,0,1,1,0,4,4,5,4,0,1,6,3,27
6,5,52,52,1,5,0,1,3.09,5.89,6.13,3.26,6.18,5.58,7.43,6.18,6.22,6.9,0.0,0,0,1,0,0,1,3,3,3,3,0,1,2,1,52
6,5,52,52,1,5,0,1,3.09,5.07,5.8,5.04,6.18,5.58,7.43,6.18,6.22,6.9,0.0,0,0,1,0,0,1,3,3,3,3,0,1,4,1,52
6,6,53,53,1,5,0,1,3.09,6.05,6.18,0.0,6.18,5.87,7.54,6.18,6.22,6.9,0.0,0,0,1,0,0,1,3,3,4,3,0,1,2,1,50
6,6,55,55,1,5,0,1,3.09,4.85,5.77,5.09,6.18,5.64,7.53,6.18,6.22,6.9,0.0,0,0,1,0,0,1,3,3,3,3,0,1,3,1,38
6,5,54,54,1,4,0,1,3.09,5.45,5.96,4.57,6.18,5.58,7.43,6.18,6.22,6.9,0.0,0,0,1,0,0,1,3,3,3,3,0,1,5,1,54
6,3,54,54,1,5,0,1,3.09,6.41,5.88,4.84,6.18,5.58,7.43,6.18,6.22,6.9,0.0,0,0,1,0,0,1,3,3,3,3,0,1,5,1,54
5,5,53,53,2,6,0,1,3.09,5.88,5.86,5.64,6.45,5.58,7.43,6.45,6.51,7.17,0.0,0,0,1,0,0,1,3,3,3,3,0,1,3,1,53
6,6,48,48,2,4,0,2,3.99,0.0,6.33,6.24,6.98,6.09,8.3,6.98,0.0,6.98,4.03,0,1,1,0,1,0,3,4,3,3,0,1,5,2,48
6,6,50,50,2,7,0,2,3.22,0.0,5.66,5.62,6.75,6.13,7.74,6.75,6.4,7.28,0.0,0,1,1,0,1,0,3,4,4,3,0,1,5,2,50
7,6,48,48,2,4,0,2,3.22,0.0,5.94,6.52,6.96,6.09,7.84,6.96,0.0,6.96,3.66,0,1,1,0,1,0,3,4,2,3,0,1,5,1,48
5,5,59,59,1,5,0,1,4.39,4.19,5.83,6.26,6.76,5.58,9.16,6.79,0.0,6.79,0.0,0,0,1,0,1,0,3,3,3,3,0,1,3,2,59
8,5,17,17,2,7,1,3,4.57,6.06,7.2,6.39,7.57,6.65,9.43,7.57,0.0,7.57,4.2,0,0,0,1,1,0,5,5,5,5,4,3,6,3,17
10,5,18,17,2,9,1,3,4.57,5.61,7.16,6.0,7.43,6.74,9.43,7.46,6.38,7.75,4.91,1,0,0,1,0,0,5,5,5,5,5,3,6,3,17
10,5,18,17,2,7,1,3,4.74,6.71,7.4,6.09,7.64,7.11,9.6,7.64,0.0,7.64,3.83,0,0,0,1,1,0,5,5,5,5,4,3,6,3,18
9,5,17,17,2,11,1,3,4.22,5.59,7.19,4.81,7.28,6.76,9.61,7.3,7.12,7.91,4.2,1,0,0,1,1,0,5,5,5,5,4,3,6,3,17
8,5,18,18,2,7,0,3,4.6,5.71,6.92,6.35,7.37,6.81,9.45,7.37,0.0,7.37,4.56,0,0,0,1,1,0,4,5,5,4,0,1,6,3,18
8,5,18,17,2,6,1,3,4.68,6.08,7.24,5.74,7.44,6.77,9.54,7.44,0.0,7.44,4.63,0,0,0,1,1,0,4,5,5,4,4,4,6,2,18
8,5,18,18,2,9,1,3,4.66,6.32,7.46,5.28,7.79,6.48,9.52,7.81,0.0,7.81,4.37,0,0,0,1,1,0,4,5,5,5,5,4,6,3,18
9,5,18,18,2,7,1,3,4.65,6.18,7.23,6.36,7.58,6.56,9.58,7.58,0.0,7.58,5.34,0,0,0,1,1,0,5,5,5,5,4,4,6,3,18
9,5,19,19,2,9,1,3,4.69,5.6,7.26,6.07,7.52,6.75,9.5,7.52,6.8,7.92,5.21,1,0,0,1,0,0,4,5,5,5,4,4,6,3,19
10,5,20,19,2,10,1,4,4.57,6.15,6.99,6.29,7.39,7.05,9.44,7.4,7.06,7.93,5.3,1,0,0,1,0,0,5,5,5,5,5,4,6,3,20
9,5,20,20,2,9,1,3,4.63,5.91,7.13,5.11,7.25,6.91,9.41,7.25,6.82,7.75,4.16,1,0,0,1,0,0,4,5,5,5,4,3,6,3,20
8,5,18,18,2,10,1,3,4.32,4.69,3.71,6.81,6.86,6.49,9.09,6.86,7.04,7.64,3.22,1,0,0,1,0,0,5,4,5,4,4,3,6,3,18
8,5,21,21,2,9,1,3,4.45,4.84,6.75,5.68,7.05,6.63,9.27,7.07,7.06,7.75,4.96,1,0,0,1,0,0,4,5,5,5,4,1,6,3,21
10,5,22,22,1,7,2,3,4.67,6.52,7.72,5.63,7.84,6.67,9.45,7.81,0.0,7.81,4.19,0,0,0,1,1,0,5,5,5,5,4,4,6,3,22
9,5,22,21,2,10,2,3,4.71,6.5,6.92,6.32,7.36,6.59,9.52,7.36,7.0,7.89,0.0,1,0,0,1,0,0,4,5,5,5,4,3,6,3,22
7,5,22,21,2,8,1,3,4.45,5.68,6.77,4.89,6.91,6.77,9.27,6.91,6.95,7.62,4.14,1,0,0,1,0,0,4,4,5,4,4,1,6,2,22
8,5,22,21,2,7,1,3,4.53,6.22,7.05,6.12,7.38,6.6,9.29,7.36,0.0,7.36,3.37,0,0,0,1,1,0,4,4,5,4,3,2,6,3,22
