Overall Qual,House Age,Full Bath,Garage Cars,Transformed BsmtFin SF 1,Transformed Total Bsmt SF,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,Bsmt Qual_encoded,Kitchen Qual_encoded
7,21,2,2,0.0,7.26,9.05,7.26,7.26,4,4
7,20,2,2,6.57,7.06,9.08,7.08,7.08,4,4
6,19,2,2,0.0,7.19,9.03,7.19,7.19,4,4
7,19,2,2,0.0,6.61,9.03,6.61,7.31,4,4
5,20,2,2,0.0,6.65,9.11,6.65,7.34,4,4
5,60,1,2,6.55,7.1,9.12,7.1,7.1,3,3
5,58,1,1,6.84,6.84,9.19,6.84,6.84,4,3
4,62,1,2,4.89,6.99,9.03,6.99,6.99,3,3
4,60,1,1,6.26,6.87,9.3,6.87,6.87,3,3
5,100,1,2,4.88,6.8,9.7,6.8,7.21,3,3
6,65,1,2,0.0,7.07,9.02,7.07,7.07,3,3
6,35,1,0,6.71,6.71,9.38,6.71,6.71,4,3
6,49,1,2,6.22,6.87,8.75,6.95,6.95,3,3
6,49,1,1,6.62,7.04,8.98,7.02,7.02,3,3
5,46,2,2,0.0,0.0,9.16,7.0,7.71,0,3
5,19,1,2,0.0,7.03,9.05,7.03,7.03,4,3
5,20,1,2,6.89,6.99,8.86,6.99,6.99,5,3
5,20,2,2,6.42,6.6,8.86,6.6,7.25,4,3
10,17,2,3,8.3,8.54,10.58,8.54,8.54,5,5
10,18,3,3,7.72,8.05,10.6,8.05,8.45,5,5
6,20,1,2,6.15,6.31,8.21,6.98,6.98,4,4
5,66,1,1,4.36,6.87,8.76,6.87,6.87,3,2
4,70,2,0,0.0,0.0,8.84,7.05,7.05,0,2
4,71,1,1,6.2,6.76,9.23,6.86,6.86,3,3
5,79,2,0,0.0,7.09,9.08,7.09,7.09,3,3
3,94,1,0,6.3,6.3,8.36,6.65,6.65,3,4
6,105,1,1,4.98,6.49,9.21,6.61,6.76,3,3
4,71,1,2,6.32,6.8,9.15,6.8,6.8,3,3
4,115,1,1,0.0,6.33,9.37,6.68,7.21,2,3
4,70,1,1,6.3,6.65,9.01,6.65,6.65,3,3
4,70,1,2,6.53,6.76,9.01,6.76,6.76,3,3
4,71,1,1,6.6,6.86,9.01,6.86,6.86,3,3
6,111,2,0,5.55,7.27,9.3,7.27,8.13,3,2
5,102,2,0,5.92,7.17,9.3,7.17,7.86,3,3
6,102,1,1,0.0,6.4,9.27,6.8,7.32,3,4
5,99,1,1,0.0,6.65,9.27,6.67,6.67,3,3
5,99,1,1,5.77,7.16,8.89,7.26,7.26,3,3
6,104,2,1,4.74,6.48,8.83,6.63,7.17,3,3
5,88,1,1,6.35,6.6,8.88,6.89,7.48,4,4
7,95,1,1,5.51,6.28,8.29,6.34,7.0,4,3
6,104,1,1,0.0,6.37,8.81,6.75,7.27,3,3
7,107,1,1,0.0,6.82,8.94,6.82,7.26,3,4
6,99,1,1,0.0,6.53,8.88,6.53,7.29,3,3
7,84,2,1,5.9,6.82,8.87,6.82,7.41,3,3
5,112,1,1,5.9,6.09,8.36,6.54,6.54,3,4
5,115,2,2,0.0,6.5,8.59,6.5,7.13,3,3
5,87,1,1,0.0,6.83,8.75,6.86,6.86,2,2
6,79,2,2,6.18,6.89,8.87,6.89,7.58,4,3
5,76,2,3,5.65,6.91,8.74,6.91,7.6,3,3
7,98,2,2,0.0,6.75,8.89,6.77,7.45,3,4
5,74,1,2,0.0,0.0,9.48,7.11,7.11,0,3
6,107,2,3,7.03,7.22,10.02,7.22,7.87,4,3
8,91,2,2,6.06,6.87,9.41,7.57,8.07,4,3
4,95,2,1,5.25,6.84,8.96,7.12,7.47,3,4
6,93,1,2,5.7,6.75,9.33,7.0,7.6,3,3
5,84,2,2,6.28,6.59,8.74,6.63,7.21,3,3
8,93,2,2,5.7,6.75,9.27,7.35,7.91,4,4
6,80,2,1,6.65,6.94,8.89,7.27,7.75,3,4
6,68,2,2,7.08,7.3,9.58,7.52,7.52,3,4
7,85,1,1,6.02,6.69,9.48,6.87,7.46,3,3
6,72,2,2,3.58,7.5,9.95,7.72,7.72,4,4
6,65,1,2,6.29,7.35,10.15,7.35,7.35,3,3
6,57,2,2,6.7,7.31,9.98,7.31,7.31,4,3
6,45,1,2,5.8,6.25,7.49,6.27,6.95,4,3
4,30,2,2,0.0,7.43,9.79,7.43,7.43,4,4
8,37,1,2,6.36,6.91,8.27,6.93,6.93,4,3
7,54,2,2,6.08,7.44,9.94,7.44,7.44,4,3
6,68,3,2,7.11,7.62,10.39,7.83,7.83,3,3
8,39,2,2,0.0,5.63,9.8,7.91,7.91,4,4
5,106,2,0,0.0,6.68,9.05,6.91,7.33,3,2
6,85,1,2,5.93,6.58,8.85,6.58,7.1,3,4
5,84,1,2,4.76,6.58,8.52,6.69,6.69,3,3
5,100,2,0,0.0,6.84,8.89,6.84,7.38,3,3
4,86,1,1,0.0,6.6,8.71,6.65,7.02,3,3
5,102,2,2,6.31,6.76,9.11,6.85,7.51,4,4
5,103,1,1,0.0,6.71,8.21,6.71,6.71,3,3
6,105,1,1,0.0,6.92,9.02,6.92,6.92,3,3
5,105,1,1,0.0,6.87,9.1,6.98,6.98,2,3
5,75,1,1,6.04,6.81,9.53,6.81,7.35,3,3
2,86,1,1,0.0,0.0,9.31,6.46,6.74,0,3
5,130,2,0,0.0,6.86,9.02,6.94,7.6,3,3
4,68,1,2,6.88,6.98,8.79,6.98,6.98,3,3
5,95,1,1,6.6,6.73,8.71,6.91,6.91,3,4
8,19,2,2,7.36,7.36,8.62,7.39,7.39,4,4
8,19,2,2,7.36,7.36,8.47,7.39,7.39,4,4
6,46,2,2,6.91,6.91,9.41,7.17,7.17,4,4
6,47,1,2,6.65,6.79,8.93,6.82,6.82,4,3
6,42,1,2,5.82,6.99,9.13,6.99,6.99,3,3
5,23,2,3,6.37,7.27,9.21,7.24,7.24,4,4
7,23,1,2,7.24,7.25,9.46,7.25,7.25,4,4
7,34,2,2,7.12,7.28,9.2,7.3,7.3,4,3
7,50,1,1,5.42,6.75,9.08,6.82,6.82,3,3
6,51,1,2,6.83,6.88,9.04,6.93,6.93,4,3
7,38,2,2,6.86,7.31,8.31,7.31,7.31,4,4
7,27,1,1,7.01,7.32,9.19,7.32,7.32,4,4
5,66,1,1,6.88,7.21,9.74,7.19,7.19,3,3
6,67,2,2,0.0,6.37,9.9,7.73,7.73,3,4
7,19,2,2,0.0,7.43,9.03,7.43,7.43,4,4
8,19,2,2,6.37,7.34,9.02,7.36,7.36,4,5
8,19,2,2,6.06,7.3,9.11,7.3,7.3,4,5
8,18,2,3,0.0,7.36,9.3,7.36,7.36,4,4
8,19,2,3,0.0,7.4,9.27,7.41,7.41,4,4
7,40,2,2,5.38,7.14,9.24,7.12,7.12,4,4
7,35,2,2,6.81,7.05,9.53,7.08,7.45,4,4
6,29,2,2,6.61,6.77,9.14,6.79,7.47,5,3
8,24,2,2,5.53,7.15,8.81,7.18,7.18,5,4
7,22,2,2,6.67,6.77,9.17,7.04,7.04,5,4
8,23,2,3,7.19,7.56,9.33,7.56,7.56,4,4
6,29,2,2,0.0,7.31,8.96,7.31,7.31,5,3
8,23,2,3,7.17,7.39,9.58,7.4,7.4,4,4
7,22,3,2,6.64,7.02,9.38,7.04,7.82,4,4
5,62,1,3,7.06,7.36,10.47,7.36,7.36,3,3
8,19,2,3,4.39,7.46,9.64,7.48,7.48,5,4
10,19,2,3,0.0,7.51,9.44,7.51,7.51,5,5
8,20,2,3,0.0,7.0,9.45,7.03,7.82,4,4
5,18,1,0,5.33,7.02,9.04,7.02,7.02,4,3
3,72,1,4,0.0,0.0,10.68,7.62,7.62,0,3
6,29,0,2,2.83,6.83,8.81,6.84,6.84,5,3
4,62,1,2,6.45,6.97,10.14,6.95,6.95,3,3
5,58,2,2,0.0,7.4,10.13,7.4,7.4,3,3
4,64,1,4,7.06,7.13,10.39,7.39,7.39,3,3
5,49,1,2,6.73,6.95,8.35,6.97,6.97,4,3
5,49,1,2,6.77,7.04,8.35,7.04,7.04,4,3
4,53,1,1,5.53,6.3,7.32,6.3,7.0,3,3
4,55,1,1,6.22,6.27,7.34,6.27,6.9,4,3
4,55,1,0,5.95,6.3,7.31,6.3,7.0,3,3
4,55,1,1,0.0,6.3,7.6,6.3,7.0,3,3
4,55,1,0,4.88,6.45,7.57,6.45,6.45,4,3
4,49,1,1,0.0,6.3,7.54,6.3,7.0,3,3
6,49,1,2,6.29,6.94,9.34,6.97,6.97,4,3
5,48,1,2,6.83,6.83,9.12,6.92,6.92,4,4
6,48,2,2,7.05,7.13,9.68,7.21,7.21,4,3
5,48,1,2,7.01,7.06,10.43,7.42,7.42,3,4
5,48,1,2,6.28,6.58,9.02,6.58,7.27,4,3
5,54,1,0,6.68,6.68,8.81,6.68,6.68,4,3
5,55,1,2,6.43,6.65,8.89,6.65,6.65,4,3
4,64,1,1,6.7,7.24,10.23,7.38,7.38,3,3
4,43,1,2,6.34,6.74,8.94,6.74,6.74,3,3
5,49,1,2,6.99,6.99,9.31,7.07,7.07,4,3
5,43,1,1,6.3,6.71,9.03,6.71,6.71,3,3
5,42,1,1,6.39,6.71,9.36,6.71,6.71,4,3
5,34,1,0,5.36,6.88,9.28,6.88,6.88,4,3
5,41,1,1,6.25,6.76,9.25,6.79,6.79,3,3
6,71,2,2,6.15,7.07,9.31,7.17,7.17,3,3
6,69,1,1,6.65,6.92,9.26,6.93,6.93,3,4
5,68,1,3,7.03,7.39,9.37,7.49,7.49,3,3
6,68,1,2,7.01,7.44,10.58,7.24,7.24,4,5
7,56,2,2,0.0,7.52,9.37,7.52,7.52,3,3
6,28,2,2,6.55,6.7,9.02,6.7,7.33,3,3
7,28,2,2,0.0,6.87,9.47,6.9,7.71,4,4
6,30,2,2,0.0,6.66,9.48,6.66,7.42,4,3
6,30,2,2,6.39,6.54,9.48,6.54,7.31,4,3
6,29,2,2,0.0,6.71,9.19,6.71,7.48,4,3
6,28,2,2,6.57,6.69,9.32,6.69,7.32,4,3
7,20,2,2,4.06,7.24,9.87,7.24,7.81,4,4
7,19,2,3,0.0,7.42,9.61,7.42,7.42,4,4
8,20,2,2,0.0,6.98,9.48,6.98,7.63,4,4
8,20,2,3,0.0,6.8,9.26,6.8,7.5,4,4
7,20,2,3,4.11,7.44,9.53,7.44,7.7,4,4
7,19,2,2,0.0,6.77,10.05,6.79,7.61,5,4
8,31,2,2,0.0,7.63,9.48,7.64,7.9,4,4
6,32,2,2,6.56,7.06,9.0,7.06,7.06,4,3
6,32,2,2,6.25,6.55,8.95,6.55,7.31,4,4
7,27,2,2,0.0,6.84,9.11,6.86,7.4,4,3
8,38,2,2,0.0,7.08,8.22,7.09,7.09,4,3
7,38,2,2,6.21,6.97,8.58,6.97,7.48,4,4
8,40,2,2,7.05,7.46,8.79,7.46,7.46,4,4
9,20,3,3,7.11,7.24,9.68,7.25,7.94,5,5
10,19,3,3,0.0,7.33,9.8,7.33,8.13,5,5
9,19,2,3,5.33,7.0,9.42,7.01,7.81,5,4
9,20,3,3,5.48,7.6,9.68,7.6,7.96,5,5
8,19,2,3,0.0,7.12,9.43,7.14,7.85,5,5
10,19,2,3,7.1,7.52,9.68,7.52,7.9,5,5
9,20,3,3,0.0,7.24,9.68,7.24,7.94,5,5
10,19,3,3,0.0,7.25,9.52,7.26,7.99,5,4
5,77,2,2,0.0,0.0,9.6,7.34,7.75,0,3
5,70,1,2,6.96,6.96,10.45,6.96,6.96,3,3
9,20,2,2,7.08,7.45,9.01,7.45,7.45,5,4
8,20,2,3,7.26,7.5,9.33,7.51,7.51,4,4
9,20,2,3,7.26,7.56,9.81,7.6,7.6,5,5
7,41,2,2,5.37,7.1,9.56,7.39,7.39,4,4
7,37,2,3,6.91,7.09,9.54,7.23,7.69,4,4
7,48,2,2,6.68,6.68,9.72,7.29,7.72,3,4
6,49,2,2,6.57,6.68,9.84,6.67,7.36,4,3
6,45,1,2,6.75,6.9,9.26,7.01,7.01,4,3
7,37,2,2,6.84,7.52,9.25,7.54,7.54,4,3
7,47,2,2,0.0,6.85,9.26,6.85,7.53,3,3
6,45,2,2,6.44,7.43,9.23,7.43,7.43,4,3
7,47,3,2,6.67,7.24,9.72,7.24,7.93,4,4
6,50,2,2,6.31,6.57,9.35,6.7,7.35,4,3
7,49,1,2,6.91,6.95,9.2,6.99,6.99,5,3
7,20,2,2,6.67,6.87,9.16,6.87,7.75,4,4
6,50,3,2,6.31,6.52,9.26,7.01,7.54,3,4
5,50,1,2,6.67,6.96,9.22,6.98,6.98,4,3
7,49,2,2,5.27,6.73,9.22,6.73,7.42,4,3
6,51,1,2,6.5,6.95,9.22,7.18,7.18,3,4
6,51,2,2,6.63,7.01,9.21,7.01,7.01,3,3
5,56,1,1,4.33,7.0,9.67,7.0,7.0,3,3
4,55,1,1,0.0,6.76,9.14,6.76,6.76,3,3
4,54,1,0,6.42,6.76,9.0,6.76,6.76,3,3
4,54,1,2,3.04,6.76,8.88,6.77,6.77,3,3
6,23,2,2,6.86,7.31,9.08,7.26,7.26,4,4
6,52,1,2,0.0,6.27,7.92,6.27,7.0,3,3
5,52,1,2,6.0,6.64,7.68,6.64,7.22,3,4
6,52,1,1,5.74,6.18,7.58,6.18,6.9,3,3
6,53,1,1,5.65,6.2,7.54,6.2,6.94,3,3
6,54,1,0,0.0,6.51,7.43,6.51,7.11,3,3
6,53,1,1,5.76,6.51,7.43,6.51,7.11,3,3
6,53,1,1,5.62,6.18,7.43,6.18,6.86,3,3
6,53,1,1,5.95,6.27,7.43,6.27,7.0,3,3
6,53,1,1,0.0,6.18,7.43,6.18,6.9,3,3
6,50,2,2,6.59,6.98,8.3,6.98,6.98,4,3
5,58,1,1,5.92,6.85,8.92,7.24,7.24,3,3
5,58,1,1,6.65,6.76,8.97,6.8,6.8,3,3
7,49,2,1,4.8,6.96,7.73,6.96,6.96,3,3
6,49,2,2,4.26,6.75,7.69,6.75,7.28,4,3
9,21,2,3,7.28,7.59,9.73,7.59,7.59,5,5
9,19,2,3,7.22,7.46,9.7,7.46,7.86,5,5
9,19,3,3,0.0,7.13,9.7,7.13,7.86,5,4
8,21,2,3,0.0,7.39,9.69,7.39,7.39,4,4
10,19,2,3,7.23,7.64,9.54,7.64,7.64,5,5
7,19,2,3,0.0,7.45,9.41,7.46,7.46,5,4
9,20,2,3,7.32,7.53,9.6,7.53,7.53,5,5
9,21,2,3,7.14,7.51,9.68,7.52,7.52,5,4
8,20,3,3,0.0,7.06,9.56,7.06,7.77,5,4
8,21,3,3,0.0,7.02,9.5,7.03,7.81,5,4
9,20,2,3,0.0,6.99,9.55,7.02,7.7,4,5
8,20,2,3,0.0,6.94,9.23,6.95,7.65,4,5
9,20,2,2,7.16,7.38,9.2,7.39,7.65,5,5
9,20,3,3,6.91,7.07,9.39,7.08,7.75,5,5
8,20,2,2,0.0,7.1,9.46,7.1,7.72,5,5
8,19,2,3,0.0,6.96,9.28,6.96,7.78,5,4
8,20,2,3,6.78,7.33,9.36,7.34,7.77,5,5
9,22,2,3,7.15,7.55,9.42,7.57,7.57,5,5
8,19,2,3,0.0,6.99,9.31,7.02,7.59,4,5
9,20,2,3,7.12,7.49,9.53,7.49,7.49,5,4
9,21,2,3,7.23,7.48,9.6,7.48,7.48,5,5
9,22,2,3,7.36,7.49,9.38,7.49,7.49,5,5
9,20,2,3,7.25,7.52,9.92,7.52,7.91,5,5
8,20,2,2,6.3,6.97,9.3,6.97,7.55,4,5
8,21,2,3,6.9,7.26,9.49,7.26,7.56,4,4
7,20,2,2,6.49,7.22,8.86,7.22,7.22,4,4
9,20,2,2,6.16,7.35,8.68,7.36,7.36,5,5
7,20,2,2,0.0,7.22,8.85,7.22,7.22,4,4
7,20,2,2,0.0,7.22,8.82,7.22,7.22,4,4
9,19,2,3,6.93,7.43,8.95,7.43,7.43,5,5
9,19,2,2,6.03,7.42,8.76,7.42,7.42,5,4
7,22,2,2,0.0,7.25,8.05,7.25,7.25,4,4
6,20,2,2,3.37,7.18,9.23,7.18,7.18,4,4
6,20,2,2,0.0,6.59,9.23,6.59,7.28,4,4
7,19,2,2,0.0,6.61,9.23,6.61,7.31,4,4
7,19,2,2,6.32,6.48,9.75,6.5,7.31,4,4
7,19,2,3,0.0,6.78,9.55,6.78,7.53,4,4
6,19,2,2,0.0,7.19,9.36,7.19,7.19,4,4
6,19,2,2,0.0,6.59,9.65,6.59,7.28,4,3
8,21,2,3,0.0,6.96,9.36,6.96,7.77,4,4
7,19,2,2,0.0,6.61,9.11,6.61,7.31,4,4
7,19,2,2,6.12,7.11,8.04,7.22,7.22,4,4
7,22,2,2,0.0,7.23,8.07,7.35,7.35,4,4
8,22,2,2,0.0,7.15,8.07,7.28,7.28,4,4
7,23,2,2,6.95,7.22,7.99,7.32,7.32,4,4
7,21,2,2,0.0,7.23,8.03,7.25,7.25,4,4
7,21,2,2,6.97,7.22,8.03,7.35,7.35,4,4
7,20,2,2,2.83,7.13,8.01,7.13,7.13,4,4
7,20,2,2,2.83,7.04,8.01,7.04,7.04,4,4
7,20,2,2,2.83,7.22,8.01,7.32,7.32,4,4
8,19,2,3,7.05,7.33,8.29,7.36,7.36,4,5
7,19,2,3,6.98,7.21,8.31,7.31,7.31,4,4
5,20,2,2,0.0,6.6,10.0,6.6,7.52,4,3
6,23,2,2,6.13,6.66,8.97,6.69,7.32,4,4
8,21,2,2,0.0,6.56,9.11,6.56,7.25,5,4
7,21,2,2,0.0,6.74,9.12,6.74,7.38,4,4
8,25,2,2,0.0,7.25,9.32,7.28,7.57,4,4
7,22,2,2,0.0,6.66,8.97,6.69,7.32,4,4
6,25,2,2,0.0,6.86,9.0,6.86,7.42,4,3
6,25,2,2,6.6,6.89,9.07,6.92,7.54,4,3
7,27,2,2,0.0,6.84,9.33,6.86,7.54,4,4
6,25,2,2,6.67,6.87,9.29,6.87,7.42,4,3
7,19,3,3,0.0,6.94,9.4,6.99,7.75,4,4
7,26,2,2,0.0,6.88,9.08,6.91,7.74,4,4
8,28,2,3,6.98,7.24,9.15,7.25,7.78,4,4
8,27,2,3,6.67,6.95,9.18,6.98,7.59,4,4
8,25,2,3,6.23,7.06,9.16,7.1,7.71,4,4
10,30,3,3,7.24,7.57,10.48,7.51,8.2,5,4
9,25,2,3,7.08,7.34,9.13,7.34,7.96,5,5
8,27,2,2,6.86,6.99,9.39,6.99,7.56,4,4
8,27,2,2,0.0,7.04,9.4,7.06,7.72,4,4
8,30,2,3,6.27,7.2,9.21,7.21,7.91,4,4
9,32,3,3,5.68,7.46,9.76,7.57,8.16,5,5
8,31,2,3,5.94,7.16,9.23,7.17,7.82,4,4
8,31,2,3,6.61,7.06,9.22,7.09,7.83,4,4
8,32,2,3,5.51,7.16,9.44,7.36,7.94,4,4
8,20,2,2,0.0,7.0,9.43,7.02,7.58,4,4
8,19,2,3,7.35,7.42,9.63,7.42,7.42,5,4
8,20,1,3,7.45,7.64,9.95,7.65,7.65,5,5
8,19,2,2,7.11,7.42,9.23,7.42,7.42,5,4
7,20,2,3,0.0,7.39,9.07,7.39,7.39,4,4
8,19,2,2,0.0,7.32,9.3,7.32,7.32,4,4
8,19,2,2,3.22,7.15,9.06,7.15,7.15,4,4
9,19,3,3,7.52,7.62,9.49,7.62,7.88,5,5
8,19,2,2,0.0,7.31,9.33,7.31,7.31,4,4
8,19,2,3,0.0,7.0,9.28,7.0,7.57,4,4
7,20,2,2,0.0,6.63,9.0,6.63,7.35,4,4
6,20,2,2,0.0,6.76,9.0,6.76,7.45,4,4
7,19,2,2,0.0,6.65,9.0,6.66,7.36,4,4
6,19,2,2,6.81,7.14,8.88,7.14,7.14,4,4
7,20,2,2,0.0,7.14,8.92,7.14,7.14,4,4
7,19,2,2,0.0,7.17,8.88,7.17,7.17,4,4
6,20,1,0,3.22,7.04,8.95,7.04,7.04,3,4
7,20,2,2,0.0,7.24,9.31,7.24,7.24,4,4
6,20,1,0,0.0,7.03,9.48,7.03,7.03,4,4
6,20,1,2,0.0,7.04,9.48,7.04,7.04,4,3
6,21,1,2,6.85,7.06,9.48,7.06,7.06,4,4
7,20,2,2,0.0,6.79,8.96,6.79,7.43,4,4
7,20,2,2,0.0,6.67,8.94,6.72,7.37,4,4
6,28,2,2,0.0,6.85,9.02,6.85,7.52,4,3
6,33,2,2,5.96,6.64,8.88,6.7,7.38,4,4
6,33,2,2,6.63,6.73,9.15,6.74,7.46,4,4
6,35,2,2,6.81,7.24,8.88,7.24,7.24,4,4
6,34,2,2,5.63,7.1,8.88,7.1,7.1,4,4
6,31,2,2,5.62,6.46,9.11,6.46,7.19,4,4
4,59,1,1,6.96,6.96,9.09,6.96,6.96,3,3
5,60,1,1,6.46,6.72,8.96,6.87,6.87,3,3
5,63,1,2,3.61,6.9,9.12,6.9,6.9,3,3
5,62,2,2,7.2,7.46,9.12,7.46,7.46,3,3
6,48,2,2,0.0,0.0,9.1,7.16,7.41,0,3
5,63,1,2,6.42,6.76,9.13,7.1,7.1,3,3
6,48,1,2,6.23,6.23,9.04,7.1,7.1,4,3
5,60,1,1,6.32,6.89,9.14,6.89,6.89,3,3
5,57,1,1,5.09,6.78,9.04,6.81,6.81,3,3
5,62,1,2,5.2,6.83,9.06,6.83,6.83,3,3
5,60,1,1,6.57,6.93,9.48,6.93,6.93,3,3
5,60,1,1,6.33,6.84,9.51,6.84,6.84,3,3
5,61,1,0,6.47,6.82,8.99,6.82,6.82,3,3
5,64,1,1,6.14,6.82,8.85,7.12,7.12,3,3
5,58,1,1,6.49,6.82,9.08,6.85,6.85,3,3
7,51,2,2,6.93,7.47,9.57,7.67,7.88,4,4
8,34,2,2,0.0,7.16,9.68,7.17,7.79,4,4
8,33,2,3,7.02,7.2,9.31,7.33,7.95,5,4
8,32,2,3,6.92,7.2,9.58,7.21,7.83,4,4
7,33,2,2,6.59,7.0,9.5,7.06,7.74,4,4
8,31,2,3,7.28,7.39,9.43,7.39,7.39,4,4
7,21,1,2,0.0,7.04,8.2,7.04,7.04,4,4
8,20,1,2,6.95,7.13,8.11,7.13,7.13,4,4
7,20,2,2,0.0,6.4,8.06,6.26,7.09,4,4
7,20,2,2,0.0,6.4,7.84,6.26,7.11,4,4
7,20,2,2,0.0,6.4,7.84,6.26,7.11,4,4
7,20,2,2,0.0,6.4,8.06,6.26,7.09,4,4
6,25,2,2,5.87,6.63,8.01,6.65,7.33,4,4
7,26,2,2,6.11,6.54,8.23,6.57,7.28,4,4
7,25,2,2,6.46,6.51,7.88,6.51,7.23,4,4
7,22,2,2,0.0,6.27,8.4,6.27,6.99,4,4
7,28,2,1,0.0,6.35,9.03,6.75,7.44,4,4
8,24,2,2,0.0,7.36,8.88,7.36,7.36,4,4
8,30,1,2,6.08,7.31,9.16,7.31,7.31,4,5
6,48,1,2,6.64,7.1,9.33,7.1,7.1,4,3
8,45,1,2,6.92,7.12,8.23,7.12,7.12,4,3
8,45,1,2,6.76,6.94,8.2,6.94,6.94,4,4
8,45,1,2,6.69,7.11,8.26,7.11,7.11,4,4
8,47,1,2,6.48,7.11,8.26,7.11,7.11,4,4
9,44,0,3,7.5,7.52,10.83,7.52,7.52,5,4
5,53,2,2,6.87,7.05,9.48,7.09,7.09,4,3
7,57,3,2,0.0,6.35,9.23,7.11,7.56,3,4
7,57,2,2,5.7,7.36,9.94,7.68,7.68,3,3
6,57,2,2,6.0,6.56,9.37,6.56,7.26,3,3
6,57,2,2,6.43,6.96,9.31,7.32,7.88,3,4
6,53,1,2,5.51,6.6,9.25,6.92,7.49,3,3
7,58,2,2,6.32,7.2,9.22,7.2,7.2,3,3
7,56,1,2,0.0,7.06,9.17,7.06,7.06,3,3
5,58,2,1,5.99,6.89,9.19,6.89,6.89,3,3
5,57,1,2,6.63,6.96,9.17,6.96,6.96,3,3
5,57,1,2,5.89,6.8,9.06,6.79,7.48,4,3
6,57,1,2,6.63,6.88,9.14,6.88,6.88,3,4
5,57,1,1,6.92,6.96,9.04,6.96,6.96,3,3
5,57,1,1,6.61,6.73,9.04,6.8,6.8,4,3
5,59,1,1,6.68,6.96,9.19,6.96,6.96,3,3
5,58,1,1,6.4,7.04,9.17,7.04,7.04,3,3
5,60,1,2,6.5,6.76,9.13,7.09,7.09,3,4
6,54,2,2,6.03,6.72,9.6,7.0,7.6,3,3
5,64,1,1,6.82,6.96,9.27,6.96,6.96,3,3
5,67,1,2,6.26,6.76,9.12,6.76,6.76,3,3
5,66,2,2,6.27,7.39,9.04,7.45,7.45,3,3
6,60,2,1,6.8,7.08,9.08,7.36,7.36,3,4
6,61,1,1,6.32,7.13,9.08,7.13,7.13,3,3
6,61,1,2,5.56,6.92,9.25,7.31,7.31,3,3
5,61,1,2,5.89,6.58,9.14,6.58,7.27,3,3
6,67,1,1,6.24,6.38,9.25,7.0,7.0,3,3
5,67,1,2,6.34,6.92,9.1,6.96,6.96,3,5
5,65,1,1,6.45,7.13,9.29,7.13,7.13,3,3
6,91,1,1,6.35,6.71,9.05,6.71,6.71,3,3
5,71,1,1,6.19,6.92,9.34,6.92,6.92,3,3
5,78,1,1,0.0,6.84,9.18,6.95,6.95,3,3
4,79,1,1,5.95,6.62,8.46,6.65,7.12,3,3
4,102,1,0,0.0,6.09,8.68,6.77,6.77,4,2
4,99,1,2,0.0,6.4,8.67,6.62,6.62,2,3
5,117,1,2,0.0,6.22,8.91,6.84,7.13,2,3
5,64,1,2,6.82,7.13,9.17,7.27,7.27,3,3
5,73,1,1,3.71,7.28,9.29,7.39,7.39,3,3
5,74,1,1,6.9,6.96,9.17,7.1,7.1,3,3
5,74,2,2,6.63,7.67,9.28,7.67,7.67,3,3
6,84,1,1,6.0,6.69,9.16,6.87,7.36,3,2
5,76,1,1,0.0,6.56,9.16,6.93,7.46,3,3
5,71,1,1,6.19,6.84,9.2,6.84,6.84,3,3
5,58,2,2,0.0,7.37,9.1,7.37,7.37,3,3
6,61,1,2,6.85,7.13,9.45,7.13,7.13,3,3
5,64,1,2,6.4,7.12,9.05,7.12,7.12,3,3
7,59,2,2,6.1,6.83,9.56,7.1,7.68,3,4
5,71,1,1,6.7,6.84,9.11,7.03,7.03,3,3
8,107,2,2,6.94,7.22,10.14,7.22,8.04,3,4
6,62,1,2,0.0,6.92,9.18,6.92,6.92,3,3
5,63,1,2,6.69,7.01,8.95,7.08,7.08,3,3
5,66,1,1,6.62,7.04,9.01,7.04,7.04,3,3
5,68,1,1,6.44,7.07,9.04,7.22,7.22,2,3
6,65,1,1,6.34,7.23,9.36,7.23,7.23,3,3
6,67,1,2,5.32,7.02,9.17,7.2,7.2,3,3
5,69,1,1,6.52,6.97,9.21,7.22,7.22,3,3
5,68,1,1,6.8,7.0,9.61,7.0,7.0,3,3
6,69,1,1,6.82,7.03,9.23,7.03,7.03,3,3
5,68,1,1,5.89,6.98,9.21,7.12,7.12,3,4
5,46,1,2,6.85,6.85,8.86,6.85,6.85,4,3
6,71,1,1,6.72,6.96,9.0,6.96,6.96,3,4
6,71,1,2,0.0,7.22,9.33,7.23,7.23,3,3
5,73,1,1,6.49,6.92,9.46,6.92,6.92,3,3
6,74,1,2,0.0,5.38,9.23,7.36,7.36,3,4
5,69,1,2,5.61,5.71,8.95,7.04,7.04,4,3
5,69,1,1,6.19,6.91,9.31,6.91,6.91,3,3
5,70,1,1,4.98,6.96,9.52,6.96,6.96,3,3
5,74,1,1,6.61,6.79,9.64,6.79,6.79,3,3
7,84,1,3,0.0,6.84,9.97,7.62,7.62,3,3
5,69,1,2,6.2,6.92,9.5,7.23,7.23,3,3
5,100,2,3,6.93,7.68,10.01,7.24,7.88,3,3
6,78,1,2,0.0,6.67,8.92,6.8,7.18,3,3
6,101,2,1,6.43,6.43,8.85,6.76,7.18,2,3
