Overall Qual,Overall Cond,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Sold Age,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Screen Porch,MS SubClass_20,MS SubClass_30,MS SubClass_60,MS SubClass_75,MS Zoning_FV,Alley_None,Lot Shape_IR2,Land Contour_HLS,Lot Config_CulDSac,Lot Config_Inside,Land Slope_Mod,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_GrnHill,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_Somerst,Neighborhood_StoneBr,Condition 1_Norm,Condition 1_PosN,Bldg Type_1Fam,House Style_1Story,Roof Style_Hip,Roof Matl_WdShngl,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 2nd_MetalSd,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_Slab,Central Air_N,Garage Type_BuiltIn,Sale Condition_Partial,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Pool QC_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Functional_encoded,Garage Finish_encoded,Fence_encoded
8,5,1,2,1,9,1,3,16,5.16,6.23,6.54,9.63,7.31,7.17,7.94,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,1,6,7,3,0
8,5,1,2,1,10,2,3,16,4.67,5.02,7.07,9.45,7.29,7.11,7.9,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,2,6,7,2,0
8,5,1,2,1,7,1,3,16,4.47,6.6,6.66,9.71,7.18,7.04,7.8,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,2,6,7,3,0
8,5,1,2,1,8,1,3,16,4.6,6.88,6.75,9.41,7.15,7.2,7.87,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
7,5,0,2,1,7,1,3,16,4.38,6.83,0.0,9.23,7.15,6.97,7.76,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
8,5,1,2,0,7,2,3,16,4.37,6.45,5.47,9.28,7.63,0.0,7.63,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,4,7,3,0
7,5,1,2,1,9,1,3,16,4.51,5.55,6.9,9.2,7.22,7.15,7.88,0.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,4,6,7,2,0
7,5,1,2,1,7,1,2,16,4.38,5.66,6.71,9.11,7.0,6.88,7.63,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
8,5,1,2,1,8,1,2,16,4.47,5.92,6.44,9.37,7.1,6.93,7.71,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
8,7,1,2,1,8,1,3,16,3.97,6.27,7.22,10.75,7.43,6.64,7.8,0.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,6,0,2,1,7,1,2,16,4.44,0.0,6.39,10.31,6.89,6.77,7.52,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,1,6,7,3,0
8,5,0,2,0,6,1,3,16,4.32,4.29,0.0,9.17,7.29,0.0,7.29,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,4,5,4,0,1,1,7,3,0
8,5,0,2,0,7,0,3,16,4.47,5.48,0.0,9.32,7.44,0.0,7.44,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,2,1,7,2,0
8,5,0,2,1,7,1,3,16,4.37,5.69,0.0,9.23,7.41,0.0,7.41,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,3,0
8,5,0,2,0,7,1,3,16,4.37,5.27,0.0,9.13,7.36,0.0,7.36,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,4,4,5,5,0,1,1,7,3,0
8,5,1,2,0,7,1,3,16,4.45,5.56,7.17,9.22,7.44,0.0,7.44,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,3,6,7,2,0
8,5,0,2,0,7,1,2,16,4.34,5.33,5.94,9.12,7.27,0.0,7.27,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,5,5,4,0,3,6,7,3,0
7,5,0,2,1,8,1,2,16,4.33,0.0,5.83,9.18,7.02,6.76,7.59,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,2,6,7,2,0
9,5,1,2,0,9,2,3,16,4.45,5.29,7.68,9.32,7.82,0.0,7.82,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,5,5,5,5,0,4,6,7,3,4
7,5,1,2,1,7,1,2,16,4.29,0.0,6.71,9.06,6.84,6.83,7.52,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,4,5,4,0,1,6,7,2,0
8,5,0,2,1,6,0,2,16,4.33,0.0,0.0,9.11,6.67,6.69,7.37,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
6,5,0,2,0,4,0,2,16,4.33,0.0,3.33,8.97,7.11,0.0,7.11,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,6,7,3,0
7,5,0,2,0,6,0,2,16,4.51,0.0,0.0,8.99,7.27,0.0,7.27,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,5,5,4,0,1,1,7,3,0
8,5,1,2,0,6,0,2,16,4.29,4.29,6.84,9.06,7.18,0.0,7.18,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,4,4,5,4,0,2,6,7,2,0
7,5,0,2,0,7,0,2,16,4.29,0.0,0.0,9.06,7.25,0.0,7.25,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
9,5,0,2,0,7,1,3,16,4.73,4.8,0.0,9.44,7.33,0.0,7.33,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,3,1,7,2,0
9,5,1,2,1,7,1,3,16,4.45,5.09,7.02,9.13,7.48,0.0,7.48,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,5,5,5,5,0,2,6,7,3,0
8,5,0,2,0,6,1,2,16,4.33,5.48,3.22,8.92,7.28,0.0,7.28,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,6,7,2,0
10,5,1,2,1,10,1,3,16,4.45,5.08,6.64,9.31,6.93,6.89,7.6,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,0,3,6,7,3,0
8,5,1,2,1,8,1,3,16,4.44,4.8,6.53,9.27,6.81,6.79,7.49,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,5,5,4,0,1,6,7,3,0
8,5,0,2,1,9,1,3,16,4.45,0.0,0.0,9.27,6.99,6.77,7.58,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,2,1,7,2,0
7,5,1,2,0,7,0,2,16,4.19,4.62,6.7,9.0,7.01,6.08,7.35,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,4,5,4,0,1,6,7,3,0
8,5,0,2,0,8,1,2,16,4.19,5.67,0.0,9.0,7.52,0.0,7.52,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4,4,5,4,0,1,1,7,3,0
7,5,1,2,0,8,1,3,16,4.45,0.0,7.27,9.27,7.42,0.0,7.42,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,5,0,1,6,7,2,0
7,5,0,2,1,8,1,2,16,4.33,0.0,0.0,9.15,6.82,7.08,7.65,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,1,1,7,3,0
7,5,1,2,0,6,0,2,16,4.14,0.0,6.02,8.92,7.11,0.0,7.11,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,0,6,0,2,16,4.23,0.0,6.65,9.08,7.35,0.0,7.35,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,1,6,0,2,16,4.19,0.0,6.02,9.0,6.7,6.74,7.41,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,6,0,1,1,6,0,2,16,4.39,0.0,0.0,9.17,7.11,0.0,7.11,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
7,5,1,1,1,6,0,2,16,4.16,0.0,4.01,8.92,7.04,0.0,7.04,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
6,5,0,1,1,5,0,0,16,4.16,0.0,0.0,8.92,7.06,0.0,7.06,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,1,1,7,0,0
7,5,0,2,1,8,0,2,16,4.57,0.0,0.0,9.27,6.77,6.85,7.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,4,1,7,2,0
8,5,0,2,0,6,0,3,16,4.34,5.58,6.25,9.22,7.32,0.0,7.32,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,4,4,7,2,0
7,5,1,2,0,5,0,2,16,4.22,0.0,6.73,9.22,7.09,0.0,7.09,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,0,1,1,6,0,2,16,4.16,0.0,0.0,9.48,7.02,0.0,7.02,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,1,0
5,5,0,1,1,6,0,0,16,4.16,0.0,0.0,9.48,7.02,0.0,7.02,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,1,1,7,0,0
5,5,1,2,0,6,0,2,16,4.11,0.0,6.73,9.43,7.02,0.0,7.02,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,1,6,7,1,0
7,5,0,2,0,6,0,3,16,4.13,4.95,0.0,8.9,7.28,0.0,7.28,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,0,1,1,7,2,0
7,5,1,2,1,8,1,2,16,3.78,4.89,6.46,9.35,6.82,7.1,7.66,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
8,5,1,2,0,7,1,2,16,4.49,5.91,6.88,9.31,7.52,0.0,7.52,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,6,7,3,0
7,5,0,2,0,6,1,2,16,4.19,0.0,3.04,9.05,7.27,0.0,7.27,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
6,6,0,2,1,6,0,2,16,4.26,0.0,3.97,8.95,6.73,6.8,7.46,5.13,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
6,6,0,1,1,6,1,1,16,4.33,0.0,0.0,9.28,6.44,6.38,7.1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,1,1,7,2,0
6,5,0,2,0,5,0,2,16,3.93,0.0,0.0,8.88,7.2,0.0,7.2,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,1,1,7,2,0
7,5,1,2,1,6,0,2,16,4.26,0.0,3.61,9.12,6.63,6.67,7.34,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,2,7,2,0
6,7,0,2,1,6,0,2,16,4.09,4.96,5.81,9.24,6.55,6.56,7.24,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,1,3,7,2,0
6,7,0,2,0,8,2,2,16,4.33,0.0,0.0,9.02,6.87,6.82,7.54,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,3,0,0,0,7,1,0
4,4,0,1,0,4,0,1,16,4.11,0.0,0.0,9.04,6.74,0.0,6.74,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,3,4,3,0,1,1,7,1,0
6,3,0,1,0,5,0,2,16,4.11,0.0,0.0,9.11,6.67,0.0,6.67,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,3,3,0,1,1,7,1,0
5,5,1,1,0,5,0,2,16,4.16,0.0,4.23,9.19,6.89,0.0,6.89,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,2,7,1,3
5,6,0,1,0,6,0,2,16,4.28,5.04,6.33,8.86,6.89,0.0,6.89,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,4,7,1,0
5,6,1,1,0,5,0,2,16,4.39,0.0,6.49,9.05,6.76,0.0,6.76,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,3,5,3,0,1,6,7,1,0
5,5,0,1,0,5,0,1,16,4.28,0.0,6.76,9.11,6.76,0.0,6.76,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,4,7,1,0
5,5,0,2,0,5,0,1,16,4.28,0.0,6.3,9.14,6.93,0.0,6.93,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,3,7,1,3
5,8,1,1,0,6,0,1,16,4.28,0.0,6.44,8.96,6.82,0.0,6.82,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,3,5,4,0,1,5,7,2,2
5,6,1,1,0,6,1,1,16,4.39,0.0,6.39,9.21,7.04,0.0,7.04,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,3,5,3,0,1,4,7,2,2
5,5,0,1,0,5,1,1,16,4.11,0.0,6.32,9.02,6.76,0.0,6.76,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,3,4,3,0,1,3,7,1,2
5,6,0,1,0,6,0,1,16,4.19,4.11,4.95,8.88,6.82,0.0,6.82,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,1,2,7,1,0
8,8,1,2,0,6,2,3,16,4.55,4.75,7.46,9.66,7.61,0.0,7.61,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,5,3,2,3
7,8,0,2,1,7,1,2,16,4.47,5.28,6.4,9.39,6.88,6.66,7.47,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,1,4
7,5,0,2,1,9,1,3,16,3.5,0.0,0.0,7.97,7.23,7.4,8.01,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,4,5,4,0,1,1,4,3,0
6,5,0,2,1,4,0,2,16,3.71,4.34,0.0,8.28,6.42,6.42,7.11,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,5,4,0,3,1,7,2,0
6,5,0,2,1,4,0,2,16,3.43,4.34,5.69,8.01,6.42,6.42,7.11,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,5,4,0,3,6,7,2,0
6,5,0,2,1,6,1,2,16,4.19,5.64,0.0,8.25,7.45,0.0,7.45,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,5,4,0,1,1,7,3,0
6,5,1,1,1,5,1,2,16,4.19,5.53,6.87,8.35,7.14,0.0,7.14,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,6,7,3,0
6,5,0,2,1,6,0,2,16,3.56,6.8,5.95,8.08,6.61,6.59,7.29,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,4,3,0,1,6,7,1,0
6,5,1,2,1,4,0,2,16,3.56,6.24,6.23,8.01,6.63,6.63,7.32,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,0,1,6,7,1,0
7,5,1,2,1,6,0,2,16,3.58,5.39,6.31,8.23,6.57,6.61,7.28,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,4,5,4,0,1,6,7,1,0
8,5,1,2,1,7,0,2,16,3.22,6.12,6.48,7.88,6.89,6.63,7.46,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
8,9,1,2,0,5,1,2,16,4.55,6.11,7.13,9.6,7.44,0.0,7.44,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,4,5,5,0,4,6,7,3,0
8,5,1,1,0,4,2,2,16,4.13,0.0,6.87,8.24,7.11,0.0,7.11,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,3,4,0,4,6,7,3,0
7,5,0,1,1,7,0,2,16,4.71,0.0,4.8,9.64,7.46,0.0,7.46,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,4,4,3,4,0,2,2,7,2,0
8,5,0,2,1,5,1,2,16,4.39,5.3,0.0,9.17,7.31,6.92,7.82,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,1,1,7,1,0
4,4,1,2,0,8,1,2,16,4.39,0.0,7.02,9.21,7.39,0.0,7.39,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,5,3,0,1,4,6,1,2
6,6,0,1,1,8,0,2,16,4.37,0.0,5.7,9.37,6.72,6.59,7.35,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,3,0,1,3,7,1,0
6,6,0,2,0,6,1,2,16,4.39,6.35,0.0,9.37,7.27,0.0,7.27,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,1,7,2,0
6,7,0,2,0,7,1,2,16,4.39,0.0,0.0,9.12,7.31,0.0,7.31,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,3,3,4,4,0,1,1,7,2,0
7,6,1,2,1,7,2,2,16,4.51,5.48,6.76,9.25,7.01,6.89,7.65,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,5,3,0,2,5,7,2,0
7,6,0,2,1,7,2,2,16,3.97,0.0,6.33,9.45,7.16,6.66,7.63,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,0,2,6,7,2,0
6,6,0,1,1,6,1,2,16,3.97,0.0,6.39,9.47,6.6,6.49,7.24,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,4,7,1,0
6,7,0,2,1,8,1,2,16,4.39,5.55,0.0,9.25,7.15,7.22,7.88,5.13,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,4,0,1,1,7,2,0
6,5,1,1,1,7,1,2,16,3.97,5.89,6.27,9.79,7.45,0.0,7.45,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,0,3,5,7,2,0
5,5,0,2,0,6,1,2,16,4.39,4.86,6.32,9.17,7.2,0.0,7.2,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,2,5,7,2,0
6,5,1,1,0,5,0,1,16,4.33,5.3,6.86,9.11,7.1,0.0,7.1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,4,7,1,3
7,7,0,1,2,8,2,2,16,4.39,5.65,6.07,9.53,7.18,6.88,7.74,5.06,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,1,6,7,2,0
